CODMORPHOCIMO3|LIBMORPHOCIMO3|MORPHO_IACR|GROUPE_MORPHO_IACR|REG_5|REG_14|REG_17
91703|Lymphangiosarcome|Sarcomas and soft tissue tumors|6|||17
91710|Lymphangiome capillaire|Sarcomas and soft tissue tumors|6|||17
91720|Lymphangiome caverneux|Sarcomas and soft tissue tumors|6|||17
91730|Lymphangiome kystique|Sarcomas and soft tissue tumors|6|||17
91740|Lymphangiomyome|Sarcomas and soft tissue tumors|6|||17
91741|Lymphangiomyomatose|Sarcomas and soft tissue tumors|6|||17
91750|Hémolymphangiome|Sarcomas and soft tissue tumors|6|||17
91800|Ostéome, SAI (C40.-, C41.-)|Sarcomas and soft tissue tumors|6|||17
91803|Ostéosarcome, SAI (C40.-, C41.-)|Sarcomas and soft tissue tumors|6|||17
91813|Ostéosarcome chondroblastique (C40.-, C41.-)|Sarcomas and soft tissue tumors|6|||17
91823|Ostéosarcome fibroblastique (C40.-, C41.-)|Sarcomas and soft tissue tumors|6|||17
91833|Ostéosarcome télangiectasique (C40.-, C41.-)|Sarcomas and soft tissue tumors|6|||17
91843|Ostéosarcome sur maladie de Paget de l’os (C40.-, C41.-)|Sarcomas and soft tissue tumors|6|||17
91853|Ostéosarcome à petites cellules (C40.-, C41.-)|Sarcomas and soft tissue tumors|6|||17
91863|Ostéosarcome central (C40.-, C41.-)|Sarcomas and soft tissue tumors|6|||17
91873|Ostéosarcome intra-osseux bien différencié (C40.-, C41.-)|Sarcomas and soft tissue tumors|6|||17
91910|Ostéome ostéoïde, SAI (C40.-, C41.-)|Sarcomas and soft tissue tumors|6|||17
91923|Ostéosarcome parostéal (C40.-, C41.-)|Sarcomas and soft tissue tumors|6|||17
91933|Ostéosarcome périosté (C40.-, C41.-)|Sarcomas and soft tissue tumors|6|||17
91943|Ostéosarcome de surface de haut grade (C40.-, C41.-)|Sarcomas and soft tissue tumors|6|||17
91953|Ostéosarcome intracortical (C40.-, C41.-)|Sarcomas and soft tissue tumors|6|||17
92000|Ostéoblastome, SAI (C40.-, C41.-)|Sarcomas and soft tissue tumors|6|||17
92001|Ostéoblastome agressif (C40.-, C41.-)|Sarcomas and soft tissue tumors|6|||17
92100|Ostéochondrome (C40.-, C41.-)|Sarcomas and soft tissue tumors|6|||17
92101|Ostéochondromatose, SAI (C40.-, C41.-)|Sarcomas and soft tissue tumors|6|||17
92200|Chondrome, SAI (C40.-, C41.-)|Sarcomas and soft tissue tumors|6|||17
92201|Chondromatose, SAI|Sarcomas and soft tissue tumors|6|||17
92203|Chondrosarcome, SAI (C40.-, C41.-)|Sarcomas and soft tissue tumors|6|||17
92210|Chondrome juxtacortical (C40.-, C41.-)|Sarcomas and soft tissue tumors|6|||17
92213|Chondrosarcome juxtacortical (C40.-, C41.-)|Sarcomas and soft tissue tumors|6|||17
92300|Chondroblastome, SAI (C40.-, C41.-)|Sarcomas and soft tissue tumors|6|||17
92303|Chondroblastome malin (C40.-, C41.-)|Sarcomas and soft tissue tumors|6|||17
92313|Chondrosarcome myxoïde|Sarcomas and soft tissue tumors|6|||17
92403|Chondrosarcome mésenchymateux|Sarcomas and soft tissue tumors|6|||17
92410|Fibrome chondromyxoïde (C40.-, C41.-)|Sarcomas and soft tissue tumors|6|||17
92423|Chondrosarcome à cellules claires (C40.-, C41.-)|Sarcomas and soft tissue tumors|6|||17
92433|Chondrosarcome dédifférencié (C40.-, C41.-)|Sarcomas and soft tissue tumors|6|||17
92501|Tumeur à cellules géantes de l’os, SAI (C40.-, C41.-)|Sarcomas and soft tissue tumors|6|||17
92503|Tumeur maligne à cellules géantes de l’os (C40.-, C41.-)|Sarcomas and soft tissue tumors|6|||17
92511|Tumeur à cellules géantes des tissus mous, SAI|Sarcomas and soft tissue tumors|6|||17
92513|Tumeur maligne à cellules géantes des tissus mous|Sarcomas and soft tissue tumors|6|||17
92520|Tumeur ténosynoviale à cellules géantes (C49.-)|Sarcomas and soft tissue tumors|6|||17
92523|Tumeur ténosynoviale maligne à cellules géantes (C49.-)|Sarcomas and soft tissue tumors|6|||17
92603|Sarcome d’Ewing|Other specified types of cancer|16|||17
92613|Adamantinome des os longs (C40.-)|Other specified types of cancer|16|||17
92620|Fibrome ossifiant|Other specified types of cancer|16|||17
92700|Tumeur odontogène bénigne|Other specified types of cancer|16|||17
92701|Tumeur odontogène, SAI|Other specified types of cancer|16|||17
92703|Tumeur odontogène maligne|Other specified types of cancer|16|||17
92710|Fibrodentinome améloblastique|Other specified types of cancer|16|||17
92720|Cémentome, SAI|Other specified types of cancer|16|||17
92730|Cémentoblastome bénin|Other specified types of cancer|16|||17
92740|Fibrome cémentifiant|Other specified types of cancer|16|||17
92750|Cémentome géant|Other specified types of cancer|16|||17
92800|Odontome, SAI|Other specified types of cancer|16|||17
92810|Odontome composé|Other specified types of cancer|16|||17
92820|Odontome complexe|Other specified types of cancer|16|||17
92900|Fibro-odontome améloblastique|Other specified types of cancer|16|||17
92903|Odontosarcome améloblastique|Other specified types of cancer|16|||17
93000|Tumeur odontogène adénomatoïde|Other specified types of cancer|16|||17
93010|Kyste odontogène calcifiant|Other specified types of cancer|16|||17
93020|Tumeur odontogène à cellules fantômes|Other specified types of cancer|16|||17
93100|Améloblastome, SAI|Other specified types of cancer|16|||17
93103|Améloblastome malin|Other specified types of cancer|16|||17
93110|Odontoaméloblastome|Other specified types of cancer|16|||17
93120|Tumeur odontogène kératinisée|Other specified types of cancer|16|||17
93200|Myxome odontogène|Other specified types of cancer|16|||17
93210|Fibrome odontogène central, SAI|Other specified types of cancer|16|||17
93220|Fibrome odontogène périphérique|Other specified types of cancer|16|||17
93300|Fibrome améloblastique|Other specified types of cancer|16|||17
93303|Fibrosarcome améloblastique|Other specified types of cancer|16|||17
93400|Tumeur odontogène épithéliale calcifiante|Other specified types of cancer|16|||17
93411|Tumeur odontogène à cellules claires|Other specified types of cancer|16|||17
93423|Carcinosarcome odontogène|Other specified types of cancer|16|||17
93501|Craniopharyngiome (C75.2)|Other specified types of cancer|16|||17
93511|Craniopharyngiome adamantinomateux (C75.2)|Other specified types of cancer|16|||17
93521|Craniopharyngiome papillaire (C75.2)|Other specified types of cancer|16|||17
93601|Pinéalome (C75.3)|Other specified types of cancer|16|||17
93611|Pinéalocytome (C75.3)|Other specified types of cancer|16|||17
93623|Pinéaloblastome (C75.3)|Other specified types of cancer|16|||17
93630|Tumeur mélanotique neuroectodermique|Other specified types of cancer|16|||17
93643|Tumeur neuroectodermique périphérique|Other specified types of cancer|16|||17
93653|Tumeur de Askin|Other specified types of cancer|16|||17
93703|Chordome, SAI|Sarcomas and soft tissue tumors|6|||17
93713|Chordome chondroïde|Sarcomas and soft tissue tumors|6|||17
93723|Chordome dédifférencié|Sarcomas and soft tissue tumors|6|||17
93730|Parachordome|Sarcomas and soft tissue tumors|6|||17
93803|Gliome malin (C71.-)|Other specified types of cancer|16|||17
93813|Gliomatose du cerveau (C71.-)|Other specified types of cancer|16|||17
93823|Gliome mixte (C71.-)|Other specified types of cancer|16|||17
93831|Subependymome (C71.-)|Other specified types of cancer|16|||17
93841|Astrocytome sous-épendymaire à cellules géantes (C71.-)|Other specified types of cancer|16|||17
93900|Papillome des plexus choroïdes, SAI (C71.5)|Other specified types of cancer|16|||17
93901|Papillome atypique des plexus choroïdes (C71.5)|Other specified types of cancer|16|||17
93903|Carcinome des plexus choroïdes (C71.5)|Other specified types of cancer|16|||17
93913|Épendymome, SAI (C71.-)|Other specified types of cancer|16|||17
93923|Épendymome anaplasique (C71.-)|Other specified types of cancer|16|||17
93933|Épendymome papillaire (C71.-)|Other specified types of cancer|16|||17
93941|Épendymome myxopapillaire (C72.0)|Other specified types of cancer|16|||17
94003|Astrocytome, SAI (C71.-)|Other specified types of cancer|16|||17
94013|Astrocytome anaplasique (C71.-)|Other specified types of cancer|16|||17
94103|Astrocytome protoplasmique (C71.-)|Other specified types of cancer|16|||17
94113|Astrocytome gémistocytique (C71.-)|Other specified types of cancer|16|||17
94121|Astrocytome desmoplastique infantile (C71.-)|Other specified types of cancer|16|||17
94130|Tumeur neuroépithéliale dysembryoplasique|Other specified types of cancer|16|||17
94203|Astrocytome fibrillaire (C71.-)|Other specified types of cancer|16|||17
94211|Astrocytome pilocytique (C71.-)|Other specified types of cancer|16|||17
94233|Spongioblastome polaire (C71.-)|Other specified types of cancer|16|||17
94243|Xanthoastrocytome pléomorphe (C71.-)|Other specified types of cancer|16|||17
94303|Astroblastome (C71.-)|Other specified types of cancer|16|||17
94403|Glioblastome, SAI (C71.-)|Other specified types of cancer|16|||17
94413|Glioblastome à cellules géantes (C71.-)|Other specified types of cancer|16|||17
94421|Gliofibrome (C71.-)|Other specified types of cancer|16|||17
94423|Gliosarcome (C71.-)|Other specified types of cancer|16|||17
94441|Gliome chordoïde (C71.-)|Other specified types of cancer|16|||17
94503|Oligodendrogliome, SAI (C71.-)|Other specified types of cancer|16|||17
94513|Oligodendrogliome , anaplasique (C71.-)|Other specified types of cancer|16|||17
94603|Oligodendroblastome [obs] (C71.-)|Other specified types of cancer|16|||17
94703|Médulloblastome, SAI (C71.6)|Other specified types of cancer|16|||17
94713|Médulloblastome nodulaire desmoplastique (C71.6)|Other specified types of cancer|16|||17
94723|Médullomyoblastome (C71.6)|Other specified types of cancer|16|||17
94733|Tumeur neuroectodermique primitive, SAI|Other specified types of cancer|16|||17
94743|Médulloblastome à grandes cellules (C71.6)|Other specified types of cancer|16|||17
94803|Sarcome cérébelleux, SAI  (C71.6) [obs]|Other specified types of cancer|16|||17
94900|Ganglioneurome|Other specified types of cancer|16|||17
94903|Ganglioneuroblastome|Other specified types of cancer|16|||17
94910|Ganglioneuromatose|Other specified types of cancer|16|||17
94920|Gangliocytome|Other specified types of cancer|16|||17
94930|Gangliocytome dysplasique du cervelet (maladie de J. Lhermitte et Duclos) (C71.6)|Other specified types of cancer|16|||17
95003|Neuroblastome, SAI|Other specified types of cancer|16|||17
95010|Médulloépithéliome bénin (C69.4)|Other specified types of cancer|16|||17
95013|Médullo-épithéliome, SAI|Other specified types of cancer|16|||17
95020|Médullo-épithéliome tératoïde bénin (C69.4)|Other specified types of cancer|16|||17
95023|Médullo-épithéliome tératoïde|Other specified types of cancer|16|||17
95033|Neuroépithéliome, SAI|Other specified types of cancer|16|||17
95043|Spongioneuroblastome|Other specified types of cancer|16|||17
95051|Gangliogliome, SAI|Other specified types of cancer|16|||17
95053|Gangliogliome anaplasique|Other specified types of cancer|16|||17
95061|Neurocytome central|Other specified types of cancer|16|||17
95070|Tumeur des corpuscules de Pacini|Other specified types of cancer|16|||17
95083|Tumeur rhabdoïde/tératoïde atypique (C71.-)|Other specified types of cancer|16|||17
95100|Rétinocytome (C69.2)|Other specified types of cancer|16|||17
95103|Rétinoblastome, SAI (C69.2)|Other specified types of cancer|16|||17
95113|Rétinoblastome différencié (C69.2)|Other specified types of cancer|16|||17
95123|Rétinoblastome indifférencié (C69.2)|Other specified types of cancer|16|||17
95133|Rétinoblastome diffus (C69.2)|Other specified types of cancer|16|||17
95141|Rétinoblastome à régression spontanée (C69.2)|Other specified types of cancer|16|||17
95203|Tumeur neurogénique olfactive|Other specified types of cancer|16|||17
95213|Neurocytome olfactif (C30.0)|Other specified types of cancer|16|||17
95223|Neuroblastome olfactif (C30.0)|Other specified types of cancer|16|||17
95233|Neuroépithéliome olfactif (C30.0)|Other specified types of cancer|16|||17
95300|Méningiome, SAI|Other specified types of cancer|16|||17
95301|Méningiomatose, SAI|Other specified types of cancer|16|||17
95303|Méningiome malin|Other specified types of cancer|16|||17
95310|Méningiome méningothélial|Other specified types of cancer|16|||17
95320|Méningiome fibreux|Other specified types of cancer|16|||17
95330|Méningiome psammomateux|Other specified types of cancer|16|||17
95340|Méningiome angiomateux|Other specified types of cancer|16|||17
95350|Méningiome hémangioblastique [obs]|Other specified types of cancer|16|||17
95370|Méningiome transitionel|Other specified types of cancer|16|||17
95381|Méningiome à cellules claires|Other specified types of cancer|16|||17
95383|Méningiome papillaire|Other specified types of cancer|16|||17
95391|Méningiome atypique|Other specified types of cancer|16|||17
95393|Sarcomatose méningée|Other specified types of cancer|16|||17
95400|Neurofibrome, SAI|Sarcomas and soft tissue tumors|6|||17
95401|Neurofibromatose, SAI|Sarcomas and soft tissue tumors|6|||17
95403|Tumeur maligne de la gaine des nerfs périphériques|Sarcomas and soft tissue tumors|6|||17
95410|Neurofibrome mélanotique|Sarcomas and soft tissue tumors|6|||17
95500|Neurofibrome plexiforme|Sarcomas and soft tissue tumors|6|||17
95600|Neurilemmome, SAI|Sarcomas and soft tissue tumors|6|||17
95601|Neurinomatose|Sarcomas and soft tissue tumors|6|||17
95603|Neurilemmome malin [obs]|Sarcomas and soft tissue tumors|6|||17
95613|Tumeur maligne de la gaine des nerfs périphériques avec différenciation rhabdomyoblastique|Sarcomas and soft tissue tumors|6|||17
95620|Neurothécome|Sarcomas and soft tissue tumors|6|||17
95700|Névrome, SAI|Sarcomas and soft tissue tumors|6|||17
95710|Périneurome, SAI|Sarcomas and soft tissue tumors|6|||17
95713|Périneurome malin|Sarcomas and soft tissue tumors|6|||17
95800|Tumeur à cellules granuleuses, SAI|Sarcomas and soft tissue tumors|6|||17
95803|Tumeur maligne à cellules granuleuses|Sarcomas and soft tissue tumors|6|||17
95813|Sarcome alvéolaire des tissus mous|Sarcomas and soft tissue tumors|6|||17
95820|Tumeur à cellules granuleuses de la région sellaire (C75.1)|Sarcomas and soft tissue tumors|6|||17
95903|Lymphome malin, SAI|Unspecified types of haematopoietic and lymphoid tissues|14||14|17
95913|Lymphome malin non-hodgkinien, SAI|Unspecified types of haematopoietic and lymphoid tissues|14||14|17
95963|Lymphome à composante hodgkinienne et non-hodgkinienne|Unspecified types of haematopoietic and lymphoid tissues|14||14|17
96503|Lymphome de Hodgkin, SAI|Hodgkin lymphomas|11||14|17
96513|Lymphome de Hodgkin riche en lymphocytes|Hodgkin lymphomas|11||14|17
96523|Lymphome de Hodgkin, à cellularité mixte, SAI|Hodgkin lymphomas|11||14|17
96533|Lymphome de Hodgkin, à déplétion lymphoïde, SAI|Hodgkin lymphomas|11||14|17
96543|Lymphome de Hodgkin, à déplétion lymphoïde, type fibrose diffuse|Hodgkin lymphomas|11||14|17
96553|Lymphome de Hodgkin, à déplétion lymphoïde, type réticulaire|Hodgkin lymphomas|11||14|17
96593|Lymphome de Hodgkin à prédominance lymphocytaire, forme nodulaire|Hodgkin lymphomas|11||14|17
96613|Granulome hodgkinien [obs]|Hodgkin lymphomas|11||14|17
96623|Sarcome hodgkinien [obs]|Hodgkin lymphomas|11||14|17
96633|Lymphome de Hodgkin, sclérose nodulaire, SAI|Hodgkin lymphomas|11||14|17
96643|Lymphome de Hodgkin, sclérose nodulaire, phase cellulaire|Hodgkin lymphomas|11||14|17
96653|Lymphome de Hodgkin, sclérose nodulaire, grade 1|Hodgkin lymphomas|11||14|17
96673|Lymphome de Hodgkin, sclérose nodulaire, grade 2|Hodgkin lymphomas|11||14|17
96703|Lymphome malin à petits lymphocytes B, SAI (voir aussi M-9823/3)|B-cell neoplasms|9||14|17
96713|Lymphome malin lymphoplasmocytoïde (voir aussi M-9761/3)|B-cell neoplasms|9||14|17
96733|Lymphome à cellules du manteau|B-cell neoplasms|9||14|17
96753|Lymphome malin diffus mixte à petites et grandes cellules [obs] (voir aussi M-9690/3)|B-cell neoplasms|9||14|17
96783|Lymphome malin à épanchement primaire|B-cell neoplasms|9||14|17
96793|Lymphome médiastinal à grandes cellules B (C38.3)|B-cell neoplasms|9||14|17
96803|Lymphome malin diffus à grandes cellules B, SAI|B-cell neoplasms|9||14|17
96843|Lymphome malin immunoblastique diffus à grandes cellules B, SAI|B-cell neoplasms|9||14|17
96873|Lymphome de Burkitt, SAI (voir aussi M-9826/3)|B-cell neoplasms|9||14|17
96893|Lymphome à cellules B de la zone marginale splénique (C42.2)|B-cell neoplasms|9||14|17
96903|Lymphome folliculaire, SAI (voir aussi M-9675/3)|B-cell neoplasms|9||14|17
96913|Lymphome folliculaire, grade 2|B-cell neoplasms|9||14|17
96953|Lymphome folliculaire, grade 1|B-cell neoplasms|9||14|17
96983|Lymphome folliculaire, grade 3|B-cell neoplasms|9||14|17
96993|Lymphome de la zone marginale à cellules B, SAI|B-cell neoplasms|9||14|17
97003|Mycosis fongoïde (C44.-)|T-cell and NK-cell neoplasms|10||14|17
97013|Maladie de Sézary|T-cell and NK-cell neoplasms|10||14|17
97023|Lymphome à cellules T matures, SAI|T-cell and NK-cell neoplasms|10||14|17
97053|Lymphome angioimmunoblastique à cellules T|T-cell and NK-cell neoplasms|10||14|17
97083|Lymphome à cellules T simulant une panniculite|T-cell and NK-cell neoplasms|10||14|17
97093|Lymphome cutané à cellules T, SAI (C44.-)|T-cell and NK-cell neoplasms|10||14|17
97143|Lymphome anaplasique à grandes cellules, à cellules T et cellules nulles|T-cell and NK-cell neoplasms|10||14|17
97163|Lymphome hépatosplénique à cellule ? d (gamma-delta)|T-cell and NK-cell neoplasms|10||14|17
97173|Lymphome intestinal à cellules T|T-cell and NK-cell neoplasms|10||14|17
97183|Syndrome lymphoprolifératif cutané primitif à cellules T CD30+|T-cell and NK-cell neoplasms|10||14|17
97193|Lymphome à cellules T/NK, type nasal|T-cell and NK-cell neoplasms|10||14|17
97273|Lymphome lymphoblastique à cellules précurseurs, SAI (voir aussi M-9835/3)|Unspecified types of haematopoietic and lymphoid tissues|14||14|17
97283|Lymphome lymphoblastique à cellules précurseurs B (voir aussi M-9836/3)|B-cell neoplasms|9||14|17
97293|Lymphome lymphoblastique à cellules précurseurs T (voir aussi M-9837/3)|T-cell and NK-cell neoplasms|10||14|17
97313|Plasmocytome, SAI|B-cell neoplasms|9||14|17
97323|Myélome multiple (C42.1)|B-cell neoplasms|9||14|17
97333|Leucémie à plasmocytes (C42.1)|B-cell neoplasms|9||14|17
97343|Plasmocytome extramédullaire (ne survenant pas dans l’os)|B-cell neoplasms|9||14|17
97401|Mastocytome, SAI|Mast-cell tumours|12||14|17
97403|Sarcome à mastocytes|Mast-cell tumours|12||14|17
97413|Mastocytose maligne|Mast-cell tumours|12||14|17
97423|Leucémie à mastocytes (C42.1)|Mast-cell tumours|12||14|17
97503|Histiocytose maligne|Histiocytes and accessory lymphoid cells|13||14|17
97511|Histiocytose à cellules de Langerhans, SAI|Histiocytes and accessory lymphoid cells|13||14|17
97521|Histiocytose à cellules de Langerhans, unifocale|Histiocytes and accessory lymphoid cells|13||14|17
97531|Histiocytose à cellules de Langerhans, multifocale|Histiocytes and accessory lymphoid cells|13||14|17
97543|Histiocytose à cellules de Langerhans, disséminée|Histiocytes and accessory lymphoid cells|13||14|17
97553|Sarcome histiocytaire|Histiocytes and accessory lymphoid cells|13||14|17
97563|Sarcome à cellules de Langerhans|Histiocytes and accessory lymphoid cells|13||14|17
97573|Sarcome à cellules dendritiques interdigitées|Histiocytes and accessory lymphoid cells|13||14|17
97583|Sarcome folliculaire à cellules dendritiques|Histiocytes and accessory lymphoid cells|13||14|17
97603|Maladie immunoproliférative, SAI|Unspecified types of haematopoietic and lymphoid tissues|14||14|17
97613|Macroglobulinémie de Waldenström (C42.0) (voir aussi M-9671/3)|B-cell neoplasms|9||14|17
97623|Maladie des chaînes lourdes, SAI|B-cell neoplasms|9||14|17
97643|Maladie immunoproliférative de l’intestin grêle (C17.-)|B-cell neoplasms|9||14|17
97651|Gammapathie monoclonale de signification indéterminée|B-cell neoplasms|9||14|17
97661|Lésion immunoproliférative angiocentrique|B-cell neoplasms|9||14|17
97671|Lymphadénopathie angioimmunoblastique|B-cell neoplasms|9||14|17
97681|Maladie lymphoproliférative gamma-T|T-cell and NK-cell neoplasms|10||14|17
97691|Maladie à dépôts d’immunoglobulines|B-cell neoplasms|9||14|17
98003|Leucémie, SAI|Unspecified types of haematopoietic and lymphoid tissues|14||14|17
98013|Leucémie aiguë, SAI|Unspecified types of haematopoietic and lymphoid tissues|14||14|17
98053|Leucémie biphénotypique aiguë|Unspecified types of haematopoietic and lymphoid tissues|14||14|17
98203|Leucémie lymphoïde, SAI|Unspecified types of haematopoietic and lymphoid tissues|14||14|17
98233|Leucémie lymphoïde chronique à cellules B/lymphome à petits lymphocytes (voir aussi M-9670/3)|B-cell neoplasms|9||14|17
98263|Leucémie à cellules de Burkitt (voir aussi M-9687/3)|B-cell neoplasms|9||14|17
98273|Leucémie/lymphome à cellules T, type adulte (HTLV-1 positif) incluant toutes les variétés|T-cell and NK-cell neoplasms|10||14|17
98311|Leucémie lymphoïde à grandes cellules T granuleuses|T-cell and NK-cell neoplasms|10||14|17
98323|Leucémie prolymphocytaire, SAI|Unspecified types of haematopoietic and lymphoid tissues|14||14|17
98333|Leucémie prolymphocytaire à cellules B|B-cell neoplasms|9||14|17
98343|Leucémie prolymphocytaire à cellules T|T-cell and NK-cell neoplasms|10||14|17
98353|Leucémie lymphoblastique à cellules précurseurs, SAI (voir aussi M-9727/3)|Unspecified types of haematopoietic and lymphoid tissues|14||14|17
98363|Leucémie lymphoblastique à cellules précurseurs B (voir aussi M-9728/3)|B-cell neoplasms|9||14|17
98373|Leucémie lymphoblastique à cellules précurseurs T (voir aussi M-9729/3)|T-cell and NK-cell neoplasms|10||14|17
98403|Leucémie myéloïde aiguë, type M6|Myeloid|8||14|17
98603|Leucémie myéloïde, SAI|Unspecified types of haematopoietic and lymphoid tissues|14||14|17
98613|Leucémie aiguë myéloïde, SAI (type FAB ou OMS  non précisé) (voir aussi M-9930/3)|Myeloid|8||14|17
98633|Leucémie myéloïde chronique, SAI|Myeloid|8||14|17
98663|Leucémie promyélocytaire aiguë, t(15;17)(q22;q11-12)|Myeloid|8||14|17
98673|Leucémie aiguë myélomonocytaire|Myeloid|8||14|17
98703|Leucémie aiguë à basophiles|Myeloid|8||14|17
98713|Leucémie myéloïde aiguë avec éosinophiles médullaires anormaux|Myeloid|8||14|17
98723|Leucémie aiguë myéloïde, à différenciation minimale|Myeloid|8||14|17
98733|Leucémie aiguë myéloïde sans maturation|Myeloid|8||14|17
98743|Leucémie aiguë myéloïde avec maturation|Myeloid|8||14|17
98753|Leucémie myélogène chronique, ABL-BCR positif|Myeloid|8||14|17
98763|Leucémie myéloïde chronique atypique, ABL-BCR négatif|Myeloid|8||14|17
98913|Leucémie aiguë monocytaire|Myeloid|8||14|17
98953|Leucémie myéloïde aiguë avec dysplasie de plusieurs lignées cellulaires|Myeloid|8||14|17
98963|Leucémie myéloïde aiguë, t(8;21)(q22;q22)|Myeloid|8||14|17
98973|Leucémie myéloïde aiguë, anomalies 11q23|Myeloid|8||14|17
99103|Leucémie mégacaryoblastique aiguë|Myeloid|8||14|17
99203|Leucémie myéloïde aiguë secondaire à une thérapie, SAI|Myeloid|8||14|17
99303|Sarcome myéloïde (voir aussi M-9861/3)|Myeloid|8||14|17
99313|Panmyélose aiguë avec myélofibrose (C42.1)|Myeloid|8||14|17
99403|Leucémie à tricholeucocytes (C42.1)|B-cell neoplasms|9||14|17
99453|Leucémie chronique myélomonocytaire, SAI|Myeloid|8||14|17
99463|Leucémie myélomonocytaire juvénile|Myeloid|8||14|17
99483|Leucémie agressive à cellules NK|T-cell and NK-cell neoplasms|10||14|17
99503|Polycythémie vraie|Myeloid|8||14|17
99603|Maladie myéloproliférative chronique, SAI|Unspecified types of haematopoietic and lymphoid tissues|14||14|17
99613|Myélosclérose avec métaplasie myéloïde|Myeloid|8||14|17
99623|Thrombocythémie essentielle|Myeloid|8||14|17
99633|Leucémie chronique à polynucléaires neutrophiles|Myeloid|8||14|17
99643|Syndrome hyperéosinophilique|Myeloid|8||14|17
99701|Syndrome lymphoprolifératif, SAI|Unspecified types of haematopoietic and lymphoid tissues|14||14|17
99751|Maladie myéloproliférative, SAI|Unspecified types of haematopoietic and lymphoid tissues|14||14|17
99803|Anémie réfractaire|Myeloid|8||14|17
99823|Anémie réfractaire avec sidéroblastes|Myeloid|8||14|17
99833|Anémie réfractaire avec excès de blastes|Myeloid|8||14|17
99843|Anémie réfractaire avec excès de blastes en transformation [obs]|Myeloid|8||14|17
99853|Anémie réfractaire avec dysplasie de plusieurs lignées cellulaires|Myeloid|8||14|17
99863|Syndrome myélodysplasique avec syndrome de délétion du bras court du chromosome 5 (5q-)|Myeloid|8||14|17
99873|Syndrome myélodysplasique secondaire à une thérapie, SAI|Myeloid|8||14|17
99893|Syndrome myélodysplasique, SAI|Unspecified types of haematopoietic and lymphoid tissues|14||14|17
